label,content
2,مادام راك عارفها هاكدا هاعاون  خاوتك الزواولة ياك راك تضرب في لورو من التعليقات تاوعك باطل بين روحك بلي صح مناظل وتضب مع الحق ديرلهم شهرية من عندك
0,نيك موق أ لقدمين  نيك ماتقوم أ ل داكس  يا نقوشا يا صحاب يا كوفى  قبيلي أ زبي وصف  أ لي معجبك إل هل إيره نيك هش مو
2,سلال مرهوش فالحبس رهو في فيال سكن فالجلفه
0,وأنت واش تخدمهاروح تع
2,قلنا ذاك العام يروحو لنزار والتوفيق يعطيوهم حقوقهم خدمو عليهم
2,روحو حتي لبوتسوانا علاه اولاد لماريكلن والاربيين الي حبينهم يدخلو فالجزاير ماشي بشر
0,غير اللحاس لدير منشور كما هذا
2,ههه عبرèص يولف دéجà راح فرحان ههه
2,درت الفتنة اصلا الامازيغ هم السكان الأصليين في الجزائر لا علاقة لكم بالتاريخ
2,وعلاه حسبتهم يعينوا واحد خريج مدرسة اشبال الثورة
0,هههههخخخ تراميك
0,اياو ڨاع تكدبو واش هدا
2,تحيا لي ميمز تع سياسة 
0,نيك  الرطور 😊
2,نحب نسمع كسكسكستنتكنماش عبيد🐸
0,مولودية و يدك في مسعود
2,حسبنا الله ونعم الوكيللن يفلحوا في شرورهم الله ينصر الحق ويدحض الباطل
2,تعصبو تعصبو 😂
0,هؤلاء ليس ناشطين واا معترضين هؤلاء خونة عملاء افشو اسرار دولة لاسيادهم يريدين دبابة لدخول للجزائر ليدمركم ويخربونكم ويستحو نسائكم يريدونها على شاكلة ليبيا او سوريا او العراق استباحو ارضهم ونسائهم هؤلاء يجب محاكمتهم على خيانتهم ودحرهمختى لا يأذو بلاد الشهداء
0,شايفك باغي تبكي خو  عااااار عليهم اغتصاب طفل في مخفر شرطة شنووووووو بقاااااا
0,روح نيك مك يا نقش دز
0,مخنث مول الخانة
2,الصحافة الاستقصائية يا خويا يا خويا ديما عقابهم
0,انا مع خت لدمين ف 
2,اوستاد لازم نجيبوك نتا رايس برلمان
0,الكعبة فالتخمام ماشي فالمضاهر يا البكبك 
0,راك كبير يا الخراي معمر بالخرا 
0,اعطيلو ختك ترجملو يا كلب فرنسا اهي تولي معلمة من الكارة الفرنسية واذا مكانش ختك امك 🤗
0,تفوهههههه عليك ياوجه لاميزار الغبينة انت رك في لندن وتخلص بسترلق وحنا تدمر فينا للفوضى وجهك ماربحش
2,حيا الله الأحرار
2,قال رسول صلى الله عليه وسلّم "يدخل امتي الفقراء قبل الاغنياء ب 500عام 
0,مزالك عايش ف 2009 متخلف تاع زبي نيكمك
2,غي لحرق هادي هههههه
0,يدك فالقلوة اليمنى 🖕
0,فيڨورة تاع بليس
2,لا يكلف الله نفسا إلا وسعها
0,أو روح تعطي
2,ولغماتي وراه في هده القضية
0,الكلب هذاك تاع النص نكرهو فالدم
2,يا رشاد علاش المنكر هذا كامل زلزال بقوة 6 درجات ضربة وحدة  خافو ربي
2,أكثر ماركة نكرهها 🐸
2,هاك ماطبقتش يا السيد الرئيس ورانا فكرناك بالفيديو لكن للأسف ما الدير والو وماتقدر الدير والو
0,كاين ناس دايرين كي الزبي ايا يلبس لاكوست باش مايبانش كي الزبي بصح ماعلابالوش بلي مام بلاكوست راك تبان كي الزبي
0,الكعبة هو الي يقول على الناس كعب باسكو مايعجبوش الذوق تاحم 😑
0,نيك موق أدمين  رخيص
0,ادخل الى الجزائر واحكي كان راجل قابل الرجال يا وجه العاهرة
0,أمير دز رجل عليك أنتي خمج
2,عجبني السيد لي كتب مقال لفوق خخخخخ كتبها منيته
2,روح  روح
2,القائل الهاشمي 34 سنة لا خدمة لا حياة و عندو تلفون كوندور
2,الغني هو الله ماتكونكش عج
0,ياخي حمار ياخي حتى انت حر بهيم
0,هوا ربي يرحمو وانت اقعد كلب تنبح
2,امين
2,الله يبارك لك و يزيدك من خيره
0,هكون يمك
0,كذبون ولا وعد اوفى بيه
0,هادي هي جزائر جديدة لي بغاوها عبيد وخونة 
2,قال الله تعالى  لا تقتلوا اولادكم خشية املاق نحن نرزقكم و اياكم  صدق الله العظيم المقصود بالاملاق هو الفقر الشديد المدقع 
0,روووح نيك امك يا النقشاروح للجزاير وانظر هاكا
0,عباس بن فرناس يوغرطة عبد القادربيلايك ٕٕٕملا ختك لي تيڨزيستي
0,تاءكدت انك لقيط
0,وجه بيت ماء 😂😂😂
0,انت ما حابش تحشم يا لواط نعرفك مليح مليح
0,المهم السعودية تناكت عليها
0,مازال رقم حابين ديره فتنة يا زبي 🖕
2,مبروك عليك خويا 🌠🌠
0,اخرط على روحكانت هو مالك بن نبي انتاع التحليلزيطط
2,الهم لطفك وسترك انت خير الحافظين
2,و نسيتو غلق الحدود 
2,وفي بلادك بريطانيا غالية شوية لحالة
0,على جال المغربيات باه يلقاو رواحهم مع الخليجيين ياسبي 😂😂
0,تبا للجميع 
0,متمنوش الجزائر في المرتبة الأولي في الكذب
0,فريت اوملات بالبيض ياواحد البغل
2,اللهم امين يارب العالمين
2,حان الوقت لإلغاء الاشتراك 🤗😊
0,بارك آلله فيكم علي الجزائر الجديدة يا حكومة العار قد تثبتون من يوم لآخر أنكم أخطر من العصابة المسجونة والمخلوعة التي لم نري من قبل هذا الالتهاب في الأسعار وعجز القدرة الشرائية للمواطن الذي دمرته و هو علي وشك الانهيار والافلاس
2,بسك عارفين شعب يترافرج حد سواله  يدخلو بيهم درهم
0,الذباب و العبيد وداير حالة هنا 😉😈😈
2,من هاذو كامل نشجع اتحاد العاصمة برك
2,اللهم ارحم  المستضعفين من عبادكم و اجبرهم  بصبر  يعادل قوة حملهم و مصابهم  فاللهم الثبات و العزم و الرضا على قضاءك و قدرك  
0,وله جامعي ستغلة عليك ولا أ دند
0,يحيا تبونو يحيا الجيش الوطني الشعبي و لا عزاء لبقايا الاستعمار
0,العالم العاشر يرحب بكم مصور كيصاحب الصفحة وأمثاله ملاحظة ماني قبايلي ماني باكستاني خلقني ربي مسلم كيفي كيفك مكان لاه تسخن
0,اروح اهدر هناء مش من بعيد تهدر  قا حمار لي يهرب
0,واش الكلب راك مشبعتش الرخس
0,رانا نامنو بربي الرحمان الرحيم الرزاق الغفور الي اخر اسماء انتاعو وهذاك زعيم وراجل حب من حب وكرها من كره ايها الاحمق 
2,الرزق بيد الله
2,نتا تعرف قاع اسرار و شاراه صاري في حبس الحراش و كولشي و ما تعرفش تنطق صانويش ايييي
0,بركاكوم من الكذب والفتنة 
2,أمين ي رب
2,يخرج الجيش خارج لبلاد واش دخلكم فرماو المساجد وليت مومنين حلو المساجد واحد ما يروح صلي الصباح ربي يهديكم
0,روح تعطي خيرلك
2,هذا هي الجزائر جديده بعصابة قديمة
0,مانيش عارف تخمموا من عقولكم ولا ترمتكم اك من نيتك وسمك 
0,نكره طيزماتهم كامل أشد الكره
0,راهي عالميا يا وحد الدا  ن دا
2,أمين يا رب
0,انت مستوى  تاعك باين فريت اوملات بالبيض يالمازدا
2,تبون المزور الكوكاين ماكانش الشرعية الشعب اتحرر هو الي يقرر دولة مدنية مشي عسكرية يتنحاوقاع يرحلوا يعني يرحلوا يتنحاوقاع يرحلوا يعني يرحلوا 
0,هذا رخس وين صبوه
2,اصبر نعيط للبدي يجي ليهم
0,خخخخ القبايلي الهايشة 
2,تسما واحد ميتزوج 
0,كنتي زعما تحاربي فالنضام حتى دورتيها على المناضلينعلاش ما تروحيش تراقبي أولادك قبل ما يفلتون من بين أيديك يا إمرأة و انا مند سنين فالغربة أعطيت كل ما عندي من وقت لتربية أولادي على أحسن حال و مازال ما سلكتش معاهمانتي لاهيا فالناس فكيف حال عائلتكي من الذاخلو مع كل هاذا اقول لماذا تحطمون بعضكم و انتم كلكم فالغربة براوية ولا الجنسية الفرنسية زعما تكفيك باش تولي فرنسيةوالله لوكان عندك الجنسية تاع أمريكا تقعدي توجور كحلة الراسحيا الله الأحرار 🌹
2,راك منيتك و شكون لقال مسلمين ارهاب انا وقيلا 😑😑😑😑😑😑😑
0,دير ايقاف تشغيل التعليقات ظك يهيجو عليك معشر الفرشيطة 🔱🔰😂
0,راي 16كبيرة عليك يالمربع انا نسيبورتي نصرية قلب ورب ومع النصرية للممات ونيك يماه لي يخرب فلامور
2,اللهم امين يارب العالمين اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه ومن والاه الي يوم الدين
2,الروك والميتال نورمال
2,يا اخي على الاقل خلي يرتاح اباك في قبره  وبرك من الفتنة  يرحم والديك
0,نتا نخش علبالك كرب
0,انت هو العصابة الكبيرة يا العائلة يا كلب فرنسا
2,لي مزالو يآمن بوعود العصابة تلقاه نهار لفوط على سبعة تع صباح 
0,امير راجل مايطيحش كما انت تطيحي  وسخت اسم المراة الجزائرية  المراة الجزائرية بحيائها واخلاقها لا تتحدث مثلكللاسف حقيقة 
0,السكوت عن الأحمق جوابه
0,بو صبع الغبي فوطاو زوج عباد يڨولك رانا الاغلبية ياو 90% من الشعب مقاطع مش غير لقبايل 😑😑😑
0,ميس ست بطس إست أن أجنة دس مخابرات
0,راكي روطار يامعفنة
0,روح خبي وجهك يا بغلن مزالق تنبح شعب جاع راح اسب فيك تحميل بسلامتك
0,روح نقومك يا قلب
0,انتم يارشاد لي راكم رايحين تخبطوها في حيط حتي انتم لكان تحكموا لي تحكموه تنفسوه 
0,نقتله ربها خ كي جبده لسمية خ جيهة  أو خريط فيهافسة على ليس كلوب الجريس🖕
0,واش دخلك بينا وبين الدولة تاعنا و انت واش ضرك عيش مع سيادك و قودلهم بززاف عليك يا خاين تفففووو
0,مطاطيطك
0,رقبتو رايحة شغل زيزة يا نمي ههههههههههههههههههههههه
0,لفرطشا🤣
0,من جيها راني معاك ومن جهة راك تخمم بقاعك
0,امشي نيك امك يا كلب تاع فرنسا
0,الرئيس لي داها خبيث كثر من ترامب ⁦☺️⁩
2,ونلعب فري فطاير
2,ألف مبروك
0,رئيس تعكم تع شكبي مرض راه يداوي في المانياراهو ستعرفلكم بلي بلاد تع شكبي مافيها والوو تزيد تحوس على تغيير
2,الله يبارك 
0,أنا ليحيرني فيهم يستضفـوهم نورمال و مطلعين ليهم شـان و ڨاااع بصح علاه هاد تافهـين مايجوش بهدوك الأدوار لكانو يديرهم فمواقع تواصل رواح بصفتك تافه و مخنث و صاي علاه تجو زعما رجالة 🙂
0,معطوب الخناس خخخخخ
0,د قهرا
0,ليس فلورس ذهنى 
2,ولحكاية تاع الفتنة مشفتهاش حسبنا الله ونعم الوكيل
0,بار كونتر ناحي هديك تصوير تع سييدك (المتصدر ) ⚪🔴⚪🔴
2,مبروك عليك
0,دوك نت تحضر على أسمى حيتق ج نت مر ل’éكران يلقعبا 🤷🏻‍♂️
2,اللهم امين يارب العالمين
2,دولة مدنية ماشي عسكرية 
0,خرطي بدون دليل كلام ف كلام ريح ف الريح الله يهديك 
0,علي حداد وحدو ادى 18 مليون دولار جاتلك في المتقاعدين 132 مليون دولار يا حمار يا كلب
0,فريت عملت بالبيض يا رخص تفو عليك شكم
2,بصحتك خويا امير انشالله لعقوبة لنجاح اخر بهدل و ماتحبسش 😋😋😋 و ديما عقابهم
2,ألف مبروك
2,شفت روحك فيه 😂
0,امشي نيك تم يا فايحة حت إذا كان ما تقولين عليه صحيح أنه عنصر من عناصر الحراك فقط تفووو
2,بي ساحة وإلهنا خويا أمير ربي اعنيك أو يوفقك
0,معليش المهم نتا تقعد غير نقود و تدير الفتنا
2,قبائلي وافتخر ♓️♓️
0,هدوك عصابات بوتبون الارهابي الاستعماري هتلر
0,يروح يجيبو في التوالات خير مايجيب واحد يعاني طول حياتو
2,التصعيد التصعيد السلمي
2,رب
2,لي يتعب ديما ينال مبروك عليك
2,ولماذا كل هادا الاستهزاء والاستهتار الاخ محمد وهل تظن انت او غيرك ان حقوقنا تنحصر في المبلغ الذي ذكرته فانت فعﻻ لا تعلم عرق وجهد الرجال ﻻ ينكره اﻻ جاحد لن نسكت ولن ننخدع بالاعيب العصابة الام الفرنكواصهيونية ﻻ نحتاج لاي اموال نحن نحتاج دولة العدل والحق والقانون والحرية
0,وتا واش ناكك
2,مش لازم غني هكاك بعد
0,زبي لي راهم مكومنتين ويعيرو في السيد نكمك الفايسبوك تمنيكة نفوتو بيه الوقت ماشي تع سيريو  هاشتاغ  😂😂😂
2,جايا كما وحد التريكو صمماتو أديداس طراف 2013  2014
0,تلقى غير المكبوتات و المكبوتين يتبعهم سورتو واحد فئة تاع البنات قريب يعبدو المشاهير
2,منذ  1962  لم تشهد الجزائر شرعية حقيقية لنظام الحكم الذي ينبغي أن يكون "ديموقراطي "
0,نتا رخيس وفيك الحرفة تضحك على الرجال روح عس ختك يطحان
0,مهما اصفك بابشع العبارات منلقاش الوصف اللائق لوجهك وتفكيرك واهدافك الخبيثة لكن حسبي الله ونعم الوكيل فيك
2,بنل ف
0,ديدين البندقية ذا وورست
2,علاش راك دير هكذا معلابلكش بلي قبل ادم عليه سلام 😜
2,بالرغم اني مشي قبايلي بصح خويا فارضين روحهم وعايشين خيرمن العرب تاوعنا يهدرو ومايديرو والو 🖐🏼
0,نيك حتكون يمك خ جاعد تعير في وليد بلدك
0,يزبي لودو مزل يغزيستي
0,وأنت واش وجعك 
2,يعرف بوداوي يهدر الفرنسي مليح
2,امين
2,و مزالهم يتبعو فيه 😂
2,ولكن اذا اصبح كل ناس اغنياء لا تجد من يحلق شعر راسك او يبيع لك سجائر او يعصر لك القهوة الى اخره لانهم كلهم اغنياء لا احد يريد العمل لذالك  "خمم فيها مليح قبل ما تهدر"
2,فريت عملت بل بيد هههههه
0,السيد هارب عليكم يا العطايين واش جاب واحد يكونيكتي بكوندور مالدار ما يخرجش يهدر على واحد يشوفو غير ف تف 
0,الرخس
0,مازال تؤرق يازمل
0,معطوب قريب احيوه 😂😂😂😂
2,كانت بينا تكمل سيما هاك
2,الاحرار
2,مبروك عليك الله يوفقك
2,بل بيض
0,الله ينعلك يا حركي عمبل 
2,حق ربي منتبع حتى واحد فيهم لا من قريب و لا من بعيد 😂😂😂😂
0,كترو ولاد السواعدة يدك فيه من هنا للإمارات 🖕🖕🖕🖕🖕
0,كاين لي مزال يتبع فالكعبة هذا 😢
2,حيااللهالحرار
0,خدعنا تبون خدعنا
0,صورتة بطس تاع شكب 
0,عندي شحال مطيحتش في الفايسبوك بصح  نوض انيك وجهك
2,قاسح نتا هههههه مزيا منيش منهم ههههههههه
2,أوه أنا سمعت قالك بدا فالفوتوحات
0,شكون يسيبورتي المولوخية يا ترى
2,اصبر و السولكينغ مالو 
2,كون درت تاع اسرائيل
2,والدركي الحنون جبتولو كرسي باش يقعد
2,قوم تبع روح شوفو شكون يلبسو لاكوست زعما عصابات تاع فرنسا 
2,
0,نك حشون ياماه بومدين تاعكم
0,نتا  وشدخلك يخي رنا حنا منا فينا
2,وين رانا رايحين
2,هههههه نعبد غير ربي 💪💪
2, هذا  هو جزاء  اهل  سكان فكيك لما استقبلو اللاجئين الجزائريين  من بطش الاستعمار الفرنسيهدا هو جزاء اهل السكان  فكيك مؤسسين الجيش التحرير الوطني الجزائري وتدريبهم لطرد  الاستعمار الفرنسيالتاريخ لا ينسى
0, اندفند طخخخخ حنا جماعت لاطوسط نميلو م منطيحوش حبيبي صفا هكا خو لا طوسط غالية عليك صديقي صاحبي لاطوسط و لاريني  و الزطلة تخلويني طخخخخخخخ نكمك نورميزلفل قصص
2,ربي يوفق و ييسر لك أمورك و المزيد من النجاحات الكبرى ان شاء الله
2,الف مبروك لك والله يرحم والدك ويجعل قبره روضة من رياض الجنة ذالك الشبل من ذالك الاسد 
2,نعبد ربي
2,ربئ اجيب الخير
0,أدمين  كقمثا 
2,فنزويلا سار شعبها 7 سنوات و ما تغير شيء ربي يقدر لنا التغيير
2,سلام عليكم الأحرار 
2,الدعوة وبالوجوه
2,آمين
0,نعل حسن يمك
0,أكيد تلميذ نجيب ومطيع لأسياده
0,قولو شبعنا كذب
0,علاه مطرحك تقود أه شكم جاع ل عام و نت لا بوليس نشالله يحكموك لا بوليس و يغتصبوك تاع بش
2,الثورة فكرة و الفكرة لا تموت ان شاء الله حتى يروحو قاع
0,انت 0000000⁰000000⁰
0,اصلع واعور
0, شوف العنصرية اسبي 
2,هههههههه جبتها
0,106 طغاو
0,بوصبع لبغل مزالو بغل
0,بون هو مفروغ منها بلي كعبة و بروتي بصح الكارثة الكبيرة هي لي راهم يتبعو فيه و ف الزيطوطعلاش يا الأحرار علاش 😓
0,روح تعطينت قحبة كبيرة
0,يااااودي روحي تعطي بيك بيه دوك نهارات روحتي استقبلتيه ودرتو سيلفيات مع بعض ودرك جاية تتمنييكي بينا
0,انت اكبر رخيسة وانت بالذات تروحي من حجر لحجر وتهدري على رجال تفوووووووووووووو
0,انت كنت حارق في فرنسا في عمين وليت ب كوارطك و    قخ و $$ منين هههههه يا  🤔🤔🤔🤔 افهم يا لفاهم
0,يبردوع هذو دراهمهم مين تعرف تحسب وفهيمي احسبنا شحال من برلماني خرجوه غير هذا العام مع وزير وشحال يدي تقاعد فالشهر وشحال تجيك وزيد منحة نهاية الخذمة لكل واحد التي تفوق 280 مليون للواحد وشوف ولا هذو خطي جزاير قاعديت نبعو غي لقلاليل بخست وجوهكم الى يوم الدين
2,فكاهة
0,روح نيك امك يا رخيص
0,الشوادة راي سخنتلهم 😂
2,مناش حبسين
2,كل واحد و رأي تاعو شكون انت باش تفرض على انسان واش يحوس يتبع
0,دغبار الطحان الشيات تحصل على الشهادة من عبلة
2,الجزاير الجديد نعم حسبااالله ونعم الوكيل
2,ما تزوجش ملخر كي توصل لمرحلة انك تنجم تعيش عيشة محترمة انت و العائلة تاعك تم خمم في الزواج ؛ كاين عباد حايرين في رواحهم كيفاه يعيشو وحدهم زيد يزوجو و يجيبو عشرة ذراري
2,و هذا تخدموا معاه تحت الطابلة كيما لوخر ولا كيفاه ههههه
2,اويحيا ماشي ارهابي
0,القافلة تسير و الكلاب تنبح 💣💪
0,واش راه خاصك يا عيشة راجل
2,ممبعد تتفكر بلي كان أكبر داعم للصهينة 
2,ميهوبي😐
2,يحبو رونو اك شايف 😉😉
0,آيا سـرح 😂😂
2,مبروك خونا أمير  إلى الأمام إلى الأمام  الله يحفظك
2,يحيا لقبايل
0, 💞
2,كل شي بالباركة بوك الله يرحمه يكون فرحان بيكيزيد تعلم أكثر في هذا الميدان الله يسهل صاحبي
0,اسبي و مولودية واش دخلها فلوسط 😕😕
2,الف مبروك
2,😂😂😂😂😂😂 حيا الله الاحرار  😂😂😂😂 نفس المستوى هو و لي يتبعوه 😂
0,فريث اوملاث بأمك
2,اللهم ارحم أموات المسلمين أجمعين 
2,أقوى سينيال خاوتي
2,راني هنا
2,الهدرة برك
2,و قرعا ڨازوز
2,مبروك
2,قال عمر بن الخطاب رضي الله عنهما اهتزت ارض تحت قوم إلا لكثرة ذنوبهم فاستغفرو الله العظيم ربي يستر 🤲
0,الداااااب ههههههه
2,دالتك  غير وجد روحك
2,والله يا التصويره تاع لبروفيل تاع مول النشور كنشوفها يضربني جن
2,شئ مؤسف حقيقة 
2,ننصحك روح بطل ذ اللعب راك تضخم فالملف على روحك و العقاب لا شك يكون قاسي لانك قمت بالمساس باجزهت الدولة و خاصة الامنية 
2,اول تعليق خخخ
0,تعلقاتكم كلها بلوغت يماكم ف ف فرنسا هاذا ياقين  انكم خونة يحيا الجيش الوطني الشعبي  قهر فرنسا والخونة
2,حياكم الله في كل مكان يا الأحرار
2,قستها مليار هههه
0,القافلة تسير والكلاب تنبح
2,ميور رئيس فالتاريخ
2,الله يكفظك
0,بوصبع لزرق رجع زوافي 😂
0,مولودية وتقعدلهم العقدة 💚
0,في خاطر الصبع الازرق
2,ألف مبروك خويا وربي يرحم الوالد الكريم
0,عجبتني تاع تشجع مولوديا يا خو تفو ديرو الڨلب اخرجو راكم رخستو
0,نتوما مع الرخس و الذل و الإستعباد ما كان لا دستور لا شكوبي 
2,شوفو كفاش فرنسا تتقعد بااجزاءري السيد ميهدرش اللغة يعطيه ديبلوم تع البطاطس
0,أدي روح نيك موق صدقة على مليحة
2,مقستهاش كامل
2,امين يارب
2,ولله مفهمنا علاه شي هاذا وراحت دولا حسبنا الله ونعما الوكيل
0,روح نيك مك
2,على حد إشي إلي لازم يديره لحرق وله حسبنا أله ونعمة الوكيل
0,نيك متكم نيك متكم
2,لكنهم مضحكين لما العدائية 
2, كون جل لوجي طول
0,روح نيك امك يا زبي ديزاد
2, كل شيء متعمد   الجنرالات يريدونها ثورة الجياع😉
2,كاينة
0,نتا غامل علبالك سما لي يلبس لاكوست ولاريني لي تتباع بثلث ملابن للحبة نتا خير منو ولا كفاه  تغيض والله 
0,عمري ما شوفت واحد بغل كيما انت  انت ابن سيستام بعثلوك باش تنشر الفتنة أنرز ولا أنكن قبيلي  شاوي  عربي  مزبي  شلحي   شنوي خوا خوا
2,قل الصح راك خايف الزلزال يؤثر فالسكان وما يروحوش للحراكخاصة جاء يوم الخميسللجزائر رب يحميهاويمكرون ويمكر الله والله خير الماكرين
0,بين حد ل أدمين 😂جنين  يشتي 
0,والله لست مع تبون ولست مع شنقريحة مييي كقلت الامم المتحدة باين بلي انت فرشة الامم المتحدة الي يحكمو فيها الصهاينة تهدر وتآمن بها وترقد وتغفل فالغاشي الي اتبع فيك فيك يابريق النار شعلة تحتك 
0,نعبد سوة تاع ختك انقش
2,حتا في بلادي كاين عنصرية علابيها قعدنا في بلاصتنا
0,مهم عفسة نتاع نساء لازم تكون فيك 😂😂
2,عندو خانة في جيها يسرا
2,الله 
2,زيد ميسي أ زيدك له يحفضك خ
0,تفووووووووووووو
0,عاهرة بأتم معنى الكلمة والله غلطة شفتك برك
0,إمشي نيك موق
2,عندما تحدث بعض المظاهر الطبيعيةروى الإمام أحمد والترمذي عن ابن عمر قال  كان رسول الله صلى الله عليه وسلم إذا سمع الرعد والصواعق قال اللهم لا تقتلنا بغضبك ولا تهلكنا بعذابك وعافنا قبل ذلك
0,موتو بغيظكم
0,روح نيك مك تفوووو
0,أختي صوفيا  فرحتني  سي إل مازدا  إست أن جورنالصت مي ج سويس شكسبير  قند قلقان نقى هنت إل فية ص قوقل فوت  إل سرفر كوم أن شين ترحير سى بتري أفك لس
0,تضال تهدر روح تخدم
0,انه نضام المافيا باتم معني الكلمة اين الاصبع لزرقاء اين الباكون عند وفات القايد صلح اين الجزائر
0,الاحرار راهم في الديار وارض ابائهم  والخونة راهم باين وين راهم
0,خخخخخخخ ناكتني تع وحر إس ث ترين ستاشن 😂😂😂😂😂
0,ياازكااااك
2,ربي حنكهيا أمير راك سيدهم يا بطل ماء زيتوت
0,تحركهم اختك يا نقش
0,نظام ارها بي لن يفلحويمكرون ويمكر الله والله خير الماكرين
0,روح قود تطلب السماح الققحبة
0,اودي روح تعطي غلى روحك يا الزامل
0,ههههعع تناخت لا موهبة لازبي 
0,شغل راني نشوف في الفتنا هنا  احشمو شوي رانا كامل جزائريين و خاوة  ربي يهديكم انشاء الله
0,كون زدت حطيت ختك كاين لي يعبدوهالها 
0,ماشااااء يا ولاد بلادي كفيتو وفيتو جيت نعلق لقيتكم شبعتوووووه اشعاااار يستااااهلها حمااااااااار لا مستوى طلعولك الشاااان جبوووورة  لي معندهمش عقل كيفك دبر على روووووحك الشباااااب فااااااقولكم
0,زامل ورخيس
2, ونتا تجولي بعد خير منه
0,أمير فر يتطاول على الشرفاء وهو باع شرفه وشرف الجزائرلفرنسا
2,ورانا عايشين بفضل الله
2,اللهم احفظ الجزائر
2,خخخ قستها 
0,حشمي على عراضك راكي عارفة راسك شكون نتي عميلة مخابرات عبلة في زي رياضي امير دزاد كشف ليكوم على العورة نتاعكم
2,الله منين يتقلب العالم كامل وجيشنا يحمي بلادنا
0,تعربت تيزي وزو يا قومكندل ربي القبيل
2,ربي يرحملك الوالد و ربي ينصرك 
2,التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد التصعيد 
0,والله لبره قلت هادي حاضرة عندها لحق شعب مكبوت
0,امير و يماه أشرف منك يالقحبة  تضلي تلحسي في الكابريات باه يعطوك مصروف يالجعانة خامجة
0,يا بوصبع
0,نقيش الجزء الثاني
0,انيك مرتك يا لفايح
2,ههههه ياو العكس الفقراء هوما لي يحتاجهم مجتمع
0,مثال حي عن شيء يخمم بترمتو
2,ما حبش يورينا لخانة 🙁
2,راي لقديم نسمع نسمع سولكينج برك  نخرج ولا كيفاه اصاحبي ولا منيش معني بل أمر
2,وا تا سير رفيق بوبكر
2, اندفند اندفند اقراو ليكومونتار
2,ربه بن احدهم 😅
0,راك تخلص فيها من جيبك مجدى الرومي عطاوها 2مليار لساعة
0,بحلول
0, كعبة مقطر 😂
0,هذا الشرطي الفرنسي خبير في القمع خاصة الأطفال و الشيوخ و النساء 
0,ياو روح تعطي مازالك تحكي
0,تبون المزور الكوكاين ماكانش الشرعية الشعب اتحرر هو الي يقرر دولة مدنية مشي عسكرية 
0,هذي ما يفتي فيها غير بوتبريرة القهوي مول لصبع لزرق من المفروض هو اللي يجاوب على التساؤل
2,عندك حق
2,يستهل انسان صادق
2,ولخر كفلش
2,الزلزال حسب المصادر الرسمية دارته المخبارات حتى تربك اﻷحرار
2,حياك لله
2,وأن كنت نهار غانا سولكنج فيضة لكى و كامل ⭐⭐
0,نعيق تا مèر فلس د بيوت فى زوف فى بدبع تها
2,لا يؤمن أحدكم حتى يحب لأخيه ما يحب لنفسهّّ
2,نتوما تاني ركم مركزين في رقبته
0,زيطوطة اهو هو
0,كي تولي نتا لي تبسط الرزق ثم نڨصرو ياخي 106ياخي
2,ههههههههه غير الجديد
2,بصح نسيتو بلي قال في 2017 بلي قدس عاصمة اسرائيل 😶
0,وانت بوصبع لزرق
0,وش ل باجة تاع ولد لصحاب هادي 👆نيك هتكون يمكم م طرف ل طرف يا لكعب
2,امين
0,روح تخرى
2,لي هدر عليهم بكل 🏳️‍🌈
2,عندك الحق😢💔
2,ألف مبروك أمير المهم رانا ننتظروا ملفات تاع مقري و بن قرينة هههههههههه
2,كون عكستها تجي مليحة  پاسكو يدمروهم ليهود  مبعد يجو يحلو العرب  ومام حنا مخصرناش معاهم
0,متروحش تنيك مك
2,عير بجاية وجيجل برك الي تدعيلهم خهههههههه
2,و لمحلبين يسيبورتيو وفاق سطيف و أهلي برج بوعريريج 
0,خمم على روحك يا جحش يخلصوهم بدراهم شيكورك اللى راه يخلص فيك
0,تناكت عليكم زواف سايي طار لحمام
2,حسنات ادمين  ↗️↗️↗️↗️😂
2,لا اله الا الله محمد رسول الله اللهم اغفرله وارحمه وانت ارحم الراحمين
0,ازول اوفلاون لاحول ولا قوة الا بالله العلي العظيم استغفر الله العظيم واتوب اليه هدوك مشي امن هدوك قوم لوط 
2,حسبنا الله ونعم الوكيل 
2,حسبنا الله ونعم الوكيل
0,والله يا عمي زيتوت مقدرتش نقنع بوصبع الحلوفندخل يهودي للإسلام ومنقدرش نقنع بوصبع الحلوف لي عايش في قوربي بلي تبون من ازلام النظام البائد
0,دب تجيب زبي مشي لقب
0,مكة كبيرة عليكم يجه نام كاهله برق 🔥🔥🔥💪💪
0,كاين رجال وبنات الأصل في المروك بصح أغلبية كلاب 
0,و يحبو حتشون ختك قهوي هههه
0,بوداوي مايقولش خو ياوجه ختك
0,و هل المعطوب تعبده اختك 
2,يو يروح ولدكم هنا خطين لفريق 
0,بركا مدير فالنميمة عيب عليك
